Plate Barcode,Well Position,Batch Id,Concentration (mg/mL),Concentration (ug/mL),Concentration (mM),Concentration (uM),Volume (uL),Volume (nL),Solvent,Formula Weight,Molecular Weight
BR00149048,C06,BRD-K38323065-001-22-9,1.792157,1792.157,10.0,10000.0,0.04,40,DMSO,179.2157,179.094628665
BR00149048,C07,BRD-A66284731-001-03-9,1.642441,1642.441,10.0,10000.0,0.04,40,DMSO,164.2441,164.120115134
BR00149048,C08,BRD-K48722833-001-08-9,4.264806,4264.806,10.0,10000.0,0.04,40,DMSO,426.4806,426.195485567
BR00149048,C09,BRD-K01825685-001-02-9,3.8048,3804.8,10.0,10000.0,0.04,40,DMSO,380.48,380.209992772
BR00149048,C10,BRD-A59747053-003-01-3,2.67751,2677.51,10.0,10000.0,0.04,40,DMSO,267.751,231.125928793
BR00149048,C11,BRD-K07625016-001-01-2,4.105888,4105.888,10.0,10000.0,0.04,40,DMSO,410.5888,410.282095082
BR00149048,C12,BRD-A16665823-008-12-4,4.74789,4747.89,10.0,10000.0,0.04,40,DMSO,474.789,410.017802365
BR00149048,C13,BRD-K45114938-236-03-4,5.62572,5625.72,10.0,10000.0,0.04,40,DMSO,562.572,539.114454181
BR00149048,C14,BRD-K00004663-001-01-9,2.1729,2172.9,10.0,10000.0,0.04,40,DMSO,217.29,217.067368057
BR00149048,C15,BRD-K00003655-001-01-9,3.244565,3244.565,10.0,10000.0,0.04,40,DMSO,324.4565,324.20893014
BR00149048,C16,BRD-K40227168-001-13-9,2.943908,2943.908,10.0,10000.0,0.04,40,DMSO,294.3908,294.173213336
BR00149048,C17,BRD-K62734952-001-02-9,2.463016,2463.016,10.0,10000.0,0.04,40,DMSO,246.3016,246.125594442
BR00149048,C18,BRD-K00003582-015-01-9,10.69217,10692.17,10.0,10000.0,0.04,40,DMSO,1069.217,1068.426954962
BR00149048,C19,BRD-K18207669-001-03-9,3.724547,3724.547,10.0,10000.0,0.04,40,DMSO,372.4547,372.193674006
BR00149048,C20,BRD-K38775274-001-23-9,3.924611,3924.611,10.0,10000.0,0.04,40,DMSO,392.4611,392.199902243
BR00149048,C21,BRD-K44827188-001-11-9,4.21297,4212.97,10.0,10000.0,0.04,40,DMSO,421.297,420.010218428
BR00149048,C22,BRD-K10759144-001-04-3,1.501299,1501.299,10.0,10000.0,0.04,40,DMSO,150.1299,150.05282343
BR00149048,C23,,,,,,0.0,0,,,
BR00149048,C24,,,,,,0.04,40,DMSO,,
BR00149048,D01,,,,,,0.0,0,,,
BR00149048,D02,,,,,,0.04,40,DMSO,,
BR00149048,D03,BRD-A49622760-001-01-9,2.85316,2853.16,10.0,10000.0,0.04,40,DMSO,285.316,285.067093285
BR00149048,D04,BRD-K14116214-001-12-9,2.80303,2803.03,10.0,10000.0,0.04,40,DMSO,280.303,280.06301096
BR00149048,D05,BRD-A32597168-001-03-6,2.79376,2793.76,10.0,10000.0,0.04,40,DMSO,279.376,279.059899417
BR00149048,D06,BRD-K61337602-003-02-1,3.71925,3719.25,10.0,10000.0,0.04,40,DMSO,371.925,335.166747749
BR00149048,D07,BRD-K42098891-003-21-9,2.633767,2633.767,10.0,10000.0,0.04,40,DMSO,263.3767,263.167399677
BR00149048,D08,BRD-A09349126-001-10-7,3.404559,3404.559,10.0,10000.0,0.04,40,DMSO,340.4559,340.203844762
BR00149048,D09,BRD-K77625799-001-13-9,4.75354,4753.54,10.0,10000.0,0.04,40,DMSO,475.354,474.106666884
BR00149048,D10,BRD-K00004242-001-01-9,3.124458,3124.458,10.0,10000.0,0.04,40,DMSO,312.4458,312.20893014
BR00149048,D11,BRD-A08545410-003-08-6,4.80896,4808.96,10.0,10000.0,0.04,40,DMSO,480.896,444.153265754
BR00149048,D12,BRD-K62012036-001-16-9,3.264293,3264.293,10.0,10000.0,0.04,40,DMSO,326.4293,326.188194698
BR00149048,D13,BRD-K46843573-001-01-9,9.6621,9662.1,10.0,10000.0,0.04,40,DMSO,966.21,965.572523017
BR00149048,D14,BRD-A58193911-003-19-9,3.80909,3809.09,10.0,10000.0,0.04,40,DMSO,380.909,344.209992772
BR00149048,D15,BRD-K37848908-001-05-6,5.19554,5195.54,10.0,10000.0,0.04,40,DMSO,519.554,519.099472819
BR00149048,D16,BRD-A18611368-001-02-9,3.0029,3002.9,10.0,10000.0,0.04,40,DMSO,300.29,300.052840676
BR00149048,D17,BRD-A46136514-001-01-2,2.203074,2203.074,10.0,10000.0,0.04,40,DMSO,220.3074,220.146329884
BR00149048,D18,BRD-K10759270-003-01-1,6.99853,6998.53,10.0,10000.0,0.04,40,DMSO,699.853,662.409536155
BR00149048,D19,BRD-K76812510-001-16-9,3.11357,3113.57,10.0,10000.0,0.04,40,DMSO,311.357,311.093976737
BR00149048,D20,BRD-K03095347-001-07-9,2.802847,2802.847,10.0,10000.0,0.04,40,DMSO,280.2847,280.107259036
BR00149048,D21,BRD-K00003150-001-03-9,3.704819,3704.819,10.0,10000.0,0.04,40,DMSO,370.4819,370.214409448
BR00149048,D22,BRD-K41731458-001-21-9,2.89542,2895.42,10.0,10000.0,0.04,40,DMSO,289.542,287.951162589
BR00149048,D23,,,,,,0.0,0,,,
BR00149048,D24,,,,,,0.04,40,DMSO,,
BR00149048,E01,,,,,,0.0,0,,,
BR00149048,E02,,,,,,0.04,40,DMSO,,
BR00149048,E03,BRD-A49622760-001-01-9,2.85316,2853.16,10.0,10000.0,0.04,40,DMSO,285.316,285.067093285
BR00149048,E04,BRD-K14116214-001-12-9,2.80303,2803.03,10.0,10000.0,0.04,40,DMSO,280.303,280.06301096
BR00149048,E05,BRD-A32597168-001-03-6,2.79376,2793.76,10.0,10000.0,0.04,40,DMSO,279.376,279.059899417
BR00149048,E06,BRD-K61337602-003-02-1,3.71925,3719.25,10.0,10000.0,0.04,40,DMSO,371.925,335.166747749
BR00149048,E07,BRD-K42098891-003-21-9,2.633767,2633.767,10.0,10000.0,0.04,40,DMSO,263.3767,263.167399677
BR00149048,E08,BRD-A09349126-001-10-7,3.404559,3404.559,10.0,10000.0,0.04,40,DMSO,340.4559,340.203844762
BR00149048,E09,BRD-K77625799-001-13-9,4.75354,4753.54,10.0,10000.0,0.04,40,DMSO,475.354,474.106666884
BR00149048,E10,BRD-K00004242-001-01-9,3.124458,3124.458,10.0,10000.0,0.04,40,DMSO,312.4458,312.20893014
BR00149048,E11,BRD-A08545410-003-08-6,4.80896,4808.96,10.0,10000.0,0.04,40,DMSO,480.896,444.153265754
BR00149048,E12,BRD-K62012036-001-16-9,3.264293,3264.293,10.0,10000.0,0.04,40,DMSO,326.4293,326.188194698
BR00149048,E13,BRD-K46843573-001-01-9,9.6621,9662.1,10.0,10000.0,0.04,40,DMSO,966.21,965.572523017
BR00149048,E14,BRD-A58193911-003-19-9,3.80909,3809.09,10.0,10000.0,0.04,40,DMSO,380.909,344.209992772
BR00149048,E15,BRD-K37848908-001-05-6,5.19554,5195.54,10.0,10000.0,0.04,40,DMSO,519.554,519.099472819
BR00149048,E16,BRD-A18611368-001-02-9,3.0029,3002.9,10.0,10000.0,0.04,40,DMSO,300.29,300.052840676
BR00149048,E17,BRD-A46136514-001-01-2,2.203074,2203.074,10.0,10000.0,0.04,40,DMSO,220.3074,220.146329884
BR00149048,E18,BRD-K10759270-003-01-1,6.99853,6998.53,10.0,10000.0,0.04,40,DMSO,699.853,662.409536155
BR00149048,E19,BRD-K76812510-001-16-9,3.11357,3113.57,10.0,10000.0,0.04,40,DMSO,311.357,311.093976737
BR00149048,E20,BRD-K03095347-001-07-9,2.802847,2802.847,10.0,10000.0,0.04,40,DMSO,280.2847,280.107259036
BR00149048,E21,BRD-K00003150-001-03-9,3.704819,3704.819,10.0,10000.0,0.04,40,DMSO,370.4819,370.214409448
BR00149048,E22,BRD-K41731458-001-21-9,2.89542,2895.42,10.0,10000.0,0.04,40,DMSO,289.542,287.951162589
BR00149048,E23,,,,,,0.0,0,,,
BR00149048,E24,,,,,,0.04,40,DMSO,,
BR00149048,F01,,,,,,0.0,0,,,
BR00149048,F02,,,,,,0.04,40,DMSO,,
BR00149048,F03,BRD-A49622760-001-01-9,2.85316,2853.16,10.0,10000.0,0.04,40,DMSO,285.316,285.067093285
BR00149048,F04,BRD-K14116214-001-12-9,2.80303,2803.03,10.0,10000.0,0.04,40,DMSO,280.303,280.06301096
BR00149048,F05,BRD-A32597168-001-03-6,2.79376,2793.76,10.0,10000.0,0.04,40,DMSO,279.376,279.059899417
BR00149048,F06,BRD-K61337602-003-02-1,3.71925,3719.25,10.0,10000.0,0.04,40,DMSO,371.925,335.166747749
BR00149048,F07,BRD-K42098891-003-21-9,2.633767,2633.767,10.0,10000.0,0.04,40,DMSO,263.3767,263.167399677
BR00149048,F08,BRD-A09349126-001-10-7,3.404559,3404.559,10.0,10000.0,0.04,40,DMSO,340.4559,340.203844762
BR00149048,F09,BRD-K77625799-001-13-9,4.75354,4753.54,10.0,10000.0,0.04,40,DMSO,475.354,474.106666884
BR00149048,F10,BRD-K00004242-001-01-9,3.124458,3124.458,10.0,10000.0,0.04,40,DMSO,312.4458,312.20893014
BR00149048,F11,BRD-A08545410-003-08-6,4.80896,4808.96,10.0,10000.0,0.04,40,DMSO,480.896,444.153265754
BR00149048,F12,BRD-K62012036-001-16-9,3.264293,3264.293,10.0,10000.0,0.04,40,DMSO,326.4293,326.188194698
BR00149048,F13,BRD-K46843573-001-01-9,9.6621,9662.1,10.0,10000.0,0.04,40,DMSO,966.21,965.572523017
BR00149048,F14,BRD-A58193911-003-19-9,3.80909,3809.09,10.0,10000.0,0.04,40,DMSO,380.909,344.209992772
BR00149048,F15,BRD-K37848908-001-05-6,5.19554,5195.54,10.0,10000.0,0.04,40,DMSO,519.554,519.099472819
BR00149048,F16,BRD-A18611368-001-02-9,3.0029,3002.9,10.0,10000.0,0.04,40,DMSO,300.29,300.052840676
BR00149048,F17,BRD-A46136514-001-01-2,2.203074,2203.074,10.0,10000.0,0.04,40,DMSO,220.3074,220.146329884
BR00149048,F18,BRD-K10759270-003-01-1,6.99853,6998.53,10.0,10000.0,0.04,40,DMSO,699.853,662.409536155
BR00149048,F19,BRD-K76812510-001-16-9,3.11357,3113.57,10.0,10000.0,0.04,40,DMSO,311.357,311.093976737
BR00149048,F20,BRD-K03095347-001-07-9,2.802847,2802.847,10.0,10000.0,0.04,40,DMSO,280.2847,280.107259036
BR00149048,F21,BRD-K00003150-001-03-9,3.704819,3704.819,10.0,10000.0,0.04,40,DMSO,370.4819,370.214409448
BR00149048,F22,BRD-K41731458-001-21-9,2.89542,2895.42,10.0,10000.0,0.04,40,DMSO,289.542,287.951162589
BR00149048,F23,,,,,,0.0,0,,,
BR00149048,F24,,,,,,0.04,40,DMSO,,
BR00149048,G01,,,,,,0.0,0,,,
BR00149048,G02,,,,,,0.04,40,DMSO,,
BR00149048,G03,BRD-K47178855-001-03-4,1.461412,1461.412,10.0,10000.0,0.04,40,DMSO,146.1412,146.057908808
BR00149048,G04,BRD-A67862938-034-15-9,3.835237,3835.237,10.0,10000.0,0.04,40,DMSO,383.5237,383.246043927
BR00149048,G05,BRD-K68822425-001-01-6,8.139684,8139.684,10.0,10000.0,0.04,40,DMSO,813.9684,813.451070479
BR00149048,G06,BRD-K21884483-001-04-9,4.324933,4324.933,10.0,10000.0,0.04,40,DMSO,432.4933,432.207387657
BR00149048,G07,BRD-K48894757-001-02-9,4.35896,4358.96,10.0,10000.0,0.04,40,DMSO,435.896,435.070734703
BR00149048,G08,BRD-K14401183-001-10-7,3.103869,3103.869,10.0,10000.0,0.04,40,DMSO,310.3869,310.15689457
BR00149048,G09,BRD-K78485176-001-10-9,5.585851,5585.851,10.0,10000.0,0.04,40,DMSO,558.5851,558.222682722
BR00149048,G10,BRD-K01827239-001-07-9,2.582292,2582.292,10.0,10000.0,0.04,40,DMSO,258.2292,258.110648921
BR00149048,G11,BRD-K53857191-001-26-9,4.104845,4104.845,10.0,10000.0,0.04,40,DMSO,410.4845,410.211804333
BR00149048,G12,BRD-K13183738-317-20-9,5.92683,5926.83,10.0,10000.0,0.04,40,DMSO,592.683,340.189926032
BR00149048,G13,BRD-A12994259-001-11-9,2.732441,2732.441,10.0,10000.0,0.04,40,DMSO,273.2441,273.074955855
BR00149048,G14,BRD-K39023557-001-01-7,3.614767,3614.767,10.0,10000.0,0.04,40,DMSO,361.4767,361.204179113
BR00149048,G15,BRD-K66937583-001-02-9,3.11635,3116.35,10.0,10000.0,0.04,40,DMSO,311.635,310.994512646
BR00149048,G16,BRD-A60217728-001-11-2,8.211379,8211.379,10.0,10000.0,0.04,40,DMSO,821.1379,820.880309705
BR00149048,G17,BRD-K37851352-001-02-9,2.483175,2483.175,10.0,10000.0,0.04,40,DMSO,248.3175,248.141244506
BR00149048,G18,BRD-A79803969-003-16-1,2.15763,2157.63,10.0,10000.0,0.04,40,DMSO,215.763,179.167399677
BR00149048,G19,BRD-K04112579-001-09-9,2.542839,2542.839,10.0,10000.0,0.04,40,DMSO,254.2839,254.105527702
BR00149048,G20,BRD-K22482860-001-24-9,0.941145,941.145,10.0,10000.0,0.04,40,DMSO,94.1145,94.053098202
BR00149048,G21,BRD-K62736196-001-15-9,2.31082,2310.82,10.0,10000.0,0.04,40,DMSO,231.082,230.01260169
BR00149048,G22,BRD-A86216746-046-02-6,3.613493,3613.493,10.0,10000.0,0.04,40,DMSO,361.3493,211.110947431
BR00149048,G23,,,,,,0.0,0,,,
BR00149048,G24,,,,,,0.04,40,DMSO,,
BR00149048,H01,,,,,,0.0,0,,,
BR00149048,H02,,,,,,0.04,40,DMSO,,
BR00149048,H03,BRD-K47178855-001-03-4,1.461412,1461.412,10.0,10000.0,0.04,40,DMSO,146.1412,146.057908808
BR00149048,H04,BRD-A67862938-034-15-9,3.835237,3835.237,10.0,10000.0,0.04,40,DMSO,383.5237,383.246043927
BR00149048,H05,BRD-K68822425-001-01-6,8.139684,8139.684,10.0,10000.0,0.04,40,DMSO,813.9684,813.451070479
BR00149048,H06,BRD-K21884483-001-04-9,4.324933,4324.933,10.0,10000.0,0.04,40,DMSO,432.4933,432.207387657
BR00149048,H07,BRD-K48894757-001-02-9,4.35896,4358.96,10.0,10000.0,0.04,40,DMSO,435.896,435.070734703
BR00149048,H08,BRD-K14401183-001-10-7,3.103869,3103.869,10.0,10000.0,0.04,40,DMSO,310.3869,310.15689457
BR00149048,H09,BRD-K78485176-001-10-9,5.585851,5585.851,10.0,10000.0,0.04,40,DMSO,558.5851,558.222682722
BR00149048,H10,BRD-K01827239-001-07-9,2.582292,2582.292,10.0,10000.0,0.04,40,DMSO,258.2292,258.110648921
BR00149048,H11,BRD-K53857191-001-26-9,4.104845,4104.845,10.0,10000.0,0.04,40,DMSO,410.4845,410.211804333
BR00149048,H12,BRD-K13183738-317-20-9,5.92683,5926.83,10.0,10000.0,0.04,40,DMSO,592.683,340.189926032
BR00149048,H13,BRD-A12994259-001-11-9,2.732441,2732.441,10.0,10000.0,0.04,40,DMSO,273.2441,273.074955855
BR00149048,H14,BRD-K39023557-001-01-7,3.614767,3614.767,10.0,10000.0,0.04,40,DMSO,361.4767,361.204179113
BR00149048,H15,BRD-K66937583-001-02-9,3.11635,3116.35,10.0,10000.0,0.04,40,DMSO,311.635,310.994512646
BR00149048,H16,BRD-A60217728-001-11-2,8.211379,8211.379,10.0,10000.0,0.04,40,DMSO,821.1379,820.880309705
BR00149048,H17,BRD-K37851352-001-02-9,2.483175,2483.175,10.0,10000.0,0.04,40,DMSO,248.3175,248.141244506
BR00149048,H18,BRD-A79803969-003-16-1,2.15763,2157.63,10.0,10000.0,0.04,40,DMSO,215.763,179.167399677
BR00149048,H19,BRD-K04112579-001-09-9,2.542839,2542.839,10.0,10000.0,0.04,40,DMSO,254.2839,254.105527702
BR00149048,H20,BRD-K22482860-001-24-9,0.941145,941.145,10.0,10000.0,0.04,40,DMSO,94.1145,94.053098202
BR00149048,H21,BRD-K62736196-001-15-9,2.31082,2310.82,10.0,10000.0,0.04,40,DMSO,231.082,230.01260169
BR00149048,H22,BRD-A86216746-046-02-6,3.613493,3613.493,10.0,10000.0,0.04,40,DMSO,361.3493,211.110947431
BR00149048,H23,,,,,,0.0,0,,,
BR00149048,H24,,,,,,0.04,40,DMSO,,
BR00149048,I01,,,,,,0.0,0,,,
BR00149048,I02,,,,,,0.04,40,DMSO,,
BR00149048,I03,BRD-K47178855-001-03-4,1.461412,1461.412,10.0,10000.0,0.04,40,DMSO,146.1412,146.057908808
BR00149048,I04,BRD-A67862938-034-15-9,3.835237,3835.237,10.0,10000.0,0.04,40,DMSO,383.5237,383.246043927
BR00149048,I05,BRD-K68822425-001-01-6,8.139684,8139.684,10.0,10000.0,0.04,40,DMSO,813.9684,813.451070479
BR00149048,I06,BRD-K21884483-001-04-9,4.324933,4324.933,10.0,10000.0,0.04,40,DMSO,432.4933,432.207387657
BR00149048,I07,BRD-K48894757-001-02-9,4.35896,4358.96,10.0,10000.0,0.04,40,DMSO,435.896,435.070734703
BR00149048,I08,BRD-K14401183-001-10-7,3.103869,3103.869,10.0,10000.0,0.04,40,DMSO,310.3869,310.15689457
BR00149048,I09,BRD-K78485176-001-10-9,5.585851,5585.851,10.0,10000.0,0.04,40,DMSO,558.5851,558.222682722
BR00149048,I10,BRD-K01827239-001-07-9,2.582292,2582.292,10.0,10000.0,0.04,40,DMSO,258.2292,258.110648921
BR00149048,I11,BRD-K53857191-001-26-9,4.104845,4104.845,10.0,10000.0,0.04,40,DMSO,410.4845,410.211804333
BR00149048,I12,BRD-K13183738-317-20-9,5.92683,5926.83,10.0,10000.0,0.04,40,DMSO,592.683,340.189926032
BR00149048,I13,BRD-A12994259-001-11-9,2.732441,2732.441,10.0,10000.0,0.04,40,DMSO,273.2441,273.074955855
BR00149048,I14,BRD-K39023557-001-01-7,3.614767,3614.767,10.0,10000.0,0.04,40,DMSO,361.4767,361.204179113
BR00149048,I15,BRD-K66937583-001-02-9,3.11635,3116.35,10.0,10000.0,0.04,40,DMSO,311.635,310.994512646
BR00149048,I16,BRD-A60217728-001-11-2,8.211379,8211.379,10.0,10000.0,0.04,40,DMSO,821.1379,820.880309705
BR00149048,I17,BRD-K37851352-001-02-9,2.483175,2483.175,10.0,10000.0,0.04,40,DMSO,248.3175,248.141244506
BR00149048,I18,BRD-A79803969-003-16-1,2.15763,2157.63,10.0,10000.0,0.04,40,DMSO,215.763,179.167399677
BR00149048,I19,BRD-K04112579-001-09-9,2.542839,2542.839,10.0,10000.0,0.04,40,DMSO,254.2839,254.105527702
BR00149048,I20,BRD-K22482860-001-24-9,0.941145,941.145,10.0,10000.0,0.04,40,DMSO,94.1145,94.053098202
BR00149048,I21,BRD-K62736196-001-15-9,2.31082,2310.82,10.0,10000.0,0.04,40,DMSO,231.082,230.01260169
BR00149048,I22,BRD-A86216746-046-02-6,3.613493,3613.493,10.0,10000.0,0.04,40,DMSO,361.3493,211.110947431
BR00149048,I23,,,,,,0.0,0,,,
BR00149048,I24,,,,,,0.04,40,DMSO,,
BR00149048,J01,,,,,,0.0,0,,,
BR00149048,J02,,,,,,0.04,40,DMSO,,
BR00149048,J03,BRD-A48430263-003-17-2,3.929,3929.0,10.0,10000.0,0.04,40,DMSO,392.9,356.119463206
BR00149048,J04,BRD-K57305459-001-01-4,5.748314,5748.314,10.0,10000.0,0.04,40,DMSO,574.8314,574.423339588
BR00149048,J05,BRD-K81326768-001-04-0,2.9173,2917.3,10.0,10000.0,0.04,40,DMSO,291.73,291.066221026
BR00149048,J06,BRD-K00004530-001-01-9,1.8023,1802.3,10.0,10000.0,0.04,40,DMSO,180.23,180.046966966
BR00149048,J07,BRD-K01827280-045-07-9,4.48533,4485.33,10.0,10000.0,0.04,40,DMSO,448.533,448.166807328
BR00149048,J08,BRD-K00405906-001-03-9,1.2611,1261.1,10.0,10000.0,0.04,40,DMSO,126.11,126.031694058
BR00149048,J09,BRD-K01825132-003-02-9,1.68622,1686.22,10.0,10000.0,0.04,40,DMSO,168.622,168.066555377
BR00149048,J10,BRD-A55468767-001-01-1,15.26736,15267.36,10.0,10000.0,0.04,40,DMSO,1526.736,1525.389918805
BR00149048,J11,BRD-K59983611-001-25-9,2.76311,2763.11,10.0,10000.0,0.04,40,DMSO,276.311,276.05686295
BR00149048,J12,BRD-A28856712-003-27-9,2.002795,2002.795,10.0,10000.0,0.04,40,DMSO,200.2795,200.131348522
BR00149048,J13,BRD-K38197229-001-29-9,3.64416,3644.16,10.0,10000.0,0.04,40,DMSO,364.416,364.10929245
BR00149048,J14,BRD-K81272440-236-14-9,3.382507,3382.507,10.0,10000.0,0.04,40,DMSO,338.2507,314.06511945
BR00149048,J15,BRD-K56940463-001-15-9,4.676434,4676.434,10.0,10000.0,0.04,40,DMSO,467.6434,467.314792193
BR00149048,J16,BRD-K91315211-300-15-9,2.09116,2091.16,10.0,10000.0,0.04,40,DMSO,209.116,136.100048394
BR00149048,J17,BRD-K62779383-001-14-9,3.846377,3846.377,10.0,10000.0,0.04,40,DMSO,384.6377,384.33921603
BR00149048,J18,BRD-K77641333-003-30-9,2.102744,2102.744,10.0,10000.0,0.04,40,DMSO,210.2744,210.115698458
BR00149048,J19,BRD-A55962179-001-40-9,3.45416,3454.16,10.0,10000.0,0.04,40,DMSO,345.416,345.114712179
BR00149048,J20,BRD-K91740057-001-21-9,2.122439,2122.439,10.0,10000.0,0.04,40,DMSO,212.2439,212.083729628
BR00149048,J21,BRD-K19687926-001-16-9,5.81058,5810.58,10.0,10000.0,0.04,40,DMSO,581.058,580.134731942
