Plate Barcode,Well Position,Batch Id,Concentration (mg/mL),Concentration (ug/mL),Concentration (mM),Concentration (uM),Volume (uL),Volume (nL),Solvent,Formula Weight,Molecular Weight
BR00148926,B07,BRD-K48061146-066-01-7,4.03535,4035.35,10.0,10000.0,0.04,40,DMSO,403.535,307.193614427
BR00148926,B08,BRD-K15514357-002-06-9,4.59519,4595.19,10.0,10000.0,0.04,40,DMSO,459.519,459.079686118
BR00148926,B09,BRD-A17883755-001-13-9,2.592606,2592.606,10.0,10000.0,0.04,40,DMSO,259.2606,259.095691297
BR00148926,B10,BRD-A73930134-001-04-8,2.202246,2202.246,10.0,10000.0,0.04,40,DMSO,220.2246,220.08479226
BR00148926,B11,BRD-K67017579-001-32-9,3.694607,3694.607,10.0,10000.0,0.04,40,DMSO,369.4607,369.216475133
BR00148926,B12,BRD-A55272860-001-18-9,3.41426,3414.26,10.0,10000.0,0.04,40,DMSO,341.426,341.140926929
BR00148926,B13,BRD-K82960980-003-01-9,5.60024,5600.24,10.0,10000.0,0.04,40,DMSO,560.024,523.029009993
BR00148926,B14,BRD-K44824027-001-03-9,1.97661,1976.61,10.0,10000.0,0.04,40,DMSO,197.661,197.060741718
BR00148926,B15,BRD-A98954669-065-04-7,6.79653,6796.53,10.0,10000.0,0.04,40,DMSO,679.653,581.265669747
BR00148926,B16,BRD-K33457401-001-02-9,1.99988,1999.88,10.0,10000.0,0.04,40,DMSO,199.988,198.948020332
BR00148926,B17,BRD-A90926615-001-03-9,2.8935,2893.5,10.0,10000.0,0.04,40,DMSO,289.35,289.077264041
BR00148926,B18,BRD-K45086103-001-17-9,2.14245,2142.45,10.0,10000.0,0.04,40,DMSO,214.245,214.052446274
BR00148926,B19,BRD-K76011241-011-04-9,3.124045,3124.045,10.0,10000.0,0.04,40,DMSO,312.4045,312.204907394
BR00148926,B20,BRD-K29918010-003-05-9,2.15632,2156.32,10.0,10000.0,0.04,40,DMSO,215.632,179.079372531
BR00148926,B21,BRD-K23984367-001-21-9,4.64825,4648.25,10.0,10000.0,0.04,40,DMSO,464.825,464.08630272
BR00148926,B22,BRD-K82343404-003-06-9,2.17649,2176.49,10.0,10000.0,0.04,40,DMSO,217.649,181.073893223
BR00148926,B23,,,,,,0.0,0,,,
BR00148926,B24,,,,,,0.04,40,DMSO,,
BR00148926,C01,,,,,,0.0,0,,,
BR00148926,C02,,,,,,0.04,40,DMSO,,
BR00148926,C03,BRD-A35931254-003-04-3,3.03783,3037.83,10.0,10000.0,0.04,40,DMSO,303.783,267.125928793
BR00148926,C04,BRD-K00003705-001-01-9,8.27995,8279.95,10.0,10000.0,0.04,40,DMSO,827.995,827.466720543
BR00148926,C05,BRD-K00003233-001-01-9,4.185695,4185.695,10.0,10000.0,0.04,40,DMSO,418.5695,418.283157714
BR00148926,C06,BRD-A24857382-001-04-9,2.232252,2232.252,10.0,10000.0,0.04,40,DMSO,223.2252,223.084457909
BR00148926,C07,BRD-A74391928-051-04-9,3.84576,3845.76,10.0,10000.0,0.04,40,DMSO,384.576,384.244663718
BR00148926,C08,BRD-A07600638-060-06-0,6.95048,6950.48,10.0,10000.0,0.04,40,DMSO,695.048,476.098643365
BR00148926,C09,BRD-A16311756-003-09-3,3.48933,3489.33,10.0,10000.0,0.04,40,DMSO,348.933,312.166019468
BR00148926,C10,BRD-K88568253-011-20-9,2.772142,2772.142,10.0,10000.0,0.04,40,DMSO,277.2142,179.105862053
BR00148926,C11,BRD-K34441861-003-08-9,5.35029,5350.29,10.0,10000.0,0.04,40,DMSO,535.029,498.236601452
BR00148926,C12,BRD-K51832961-001-01-4,5.968385,5968.385,10.0,10000.0,0.04,40,DMSO,596.8385,596.386560152
BR00148926,C13,BRD-K59574735-001-13-9,3.083728,3083.728,10.0,10000.0,0.04,40,DMSO,308.3728,308.173607266
BR00148926,C14,BRD-A51964809-003-13-9,5.00424,5004.24,10.0,10000.0,0.04,40,DMSO,500.424,499.165654616
BR00148926,C15,BRD-K64557645-001-03-9,3.3186,3318.6,10.0,10000.0,0.04,40,DMSO,331.86,331.0797626
BR00148926,C16,BRD-K88090157-050-11-9,4.09498,4094.98,10.0,10000.0,0.04,40,DMSO,409.498,293.123820303
BR00148926,C17,BRD-K01825597-034-02-9,4.144268,4144.268,10.0,10000.0,0.04,40,DMSO,414.4268,414.159100061
BR00148926,C18,BRD-K64054020-001-04-9,3.524651,3524.651,10.0,10000.0,0.04,40,DMSO,352.4651,352.224974134
BR00148926,C19,BRD-K51485625-001-09-9,7.20944,7209.44,10.0,10000.0,0.04,40,DMSO,720.944,720.312760056
BR00148926,C20,BRD-K88366685-300-07-9,3.39258,3392.58,10.0,10000.0,0.04,40,DMSO,339.258,266.16304258
BR00148926,C21,BRD-K32977963-001-10-9,1.642011,1642.011,10.0,10000.0,0.04,40,DMSO,164.2011,164.083729628
BR00148926,C22,BRD-K54316499-046-09-9,4.755745,4755.745,10.0,10000.0,0.04,40,DMSO,475.5745,325.240564619
BR00148926,C23,,,,,,0.0,0,,,
BR00148926,C24,,,,,,0.04,40,DMSO,,
BR00148926,D01,,,,,,0.0,0,,,
BR00148926,D02,,,,,,0.04,40,DMSO,,
BR00148926,D03,BRD-K17850764-001-13-9,4.24915,4249.15,10.0,10000.0,0.04,40,DMSO,424.915,424.165266367
BR00148926,D04,BRD-A97674275-001-11-8,4.275365,4275.365,10.0,10000.0,0.04,40,DMSO,427.5365,427.247106559
BR00148926,D05,BRD-K31111078-001-09-9,1.441253,1441.253,10.0,10000.0,0.04,40,DMSO,144.1253,144.042258744
BR00148926,D06,BRD-K88429204-001-40-9,2.48711,2487.11,10.0,10000.0,0.04,40,DMSO,248.711,248.082874143
BR00148926,D07,BRD-K80353138-001-17-9,4.824362,4824.362,10.0,10000.0,0.04,40,DMSO,482.4362,482.121296924
BR00148926,D08,BRD-K53790871-001-20-9,4.344977,4344.977,10.0,10000.0,0.04,40,DMSO,434.4977,434.210466929
BR00148926,D09,BRD-K01825592-001-07-9,3.074278,3074.278,10.0,10000.0,0.04,40,DMSO,307.4278,307.214743799
BR00148926,D10,BRD-A16347691-001-15-9,2.06326,2063.26,10.0,10000.0,0.04,40,DMSO,206.326,206.043521072
BR00148926,D11,BRD-K76811153-003-01-3,2.10662,2106.62,10.0,10000.0,0.04,40,DMSO,210.662,174.111675712
BR00148926,D12,BRD-A20697603-001-07-2,16.64887,16648.87,10.0,10000.0,0.04,40,DMSO,1664.887,1663.492350461
BR00148926,D13,BRD-K37814297-050-09-6,4.42528,4425.28,10.0,10000.0,0.04,40,DMSO,442.528,326.145284026
BR00148926,D14,BRD-K99063460-001-16-9,2.362273,2362.273,10.0,10000.0,0.04,40,DMSO,236.2273,236.09094027
BR00148926,D15,BRD-K70301465-001-16-9,4.404971,4404.971,10.0,10000.0,0.04,40,DMSO,440.4971,440.196074042
BR00148926,D16,BRD-A85548292-001-02-9,3.444064,3444.064,10.0,10000.0,0.04,40,DMSO,344.4064,344.152477894
BR00148926,D17,BRD-K93240442-001-09-9,2.251583,2251.583,10.0,10000.0,0.04,40,DMSO,225.1583,225.038570349
BR00148926,D18,BRD-K52989797-003-29-9,3.51313,3513.13,10.0,10000.0,0.04,40,DMSO,351.313,314.154976453
BR00148926,D19,BRD-K41406082-001-17-9,2.49289,2492.89,10.0,10000.0,0.04,40,DMSO,249.289,249.057197301
BR00148926,D20,BRD-K92778217-001-35-9,2.412851,2412.851,10.0,10000.0,0.04,40,DMSO,241.2851,241.110278729
BR00148926,D21,BRD-A87715314-003-14-4,2.65778,2657.78,10.0,10000.0,0.04,40,DMSO,265.778,229.146664235
BR00148926,D22,BRD-A12918100-065-01-8,15.1363,15136.3,10.0,10000.0,0.04,40,DMSO,1513.63,1414.518979905
BR00148926,D23,,,,,,0.0,0,,,
BR00148926,D24,,,,,,0.04,40,DMSO,,
BR00148926,E01,,,,,,0.0,0,,,
BR00148926,E02,,,,,,0.04,40,DMSO,,
BR00148926,E03,BRD-A29260609-003-25-2,3.72887,3728.87,10.0,10000.0,0.04,40,DMSO,372.887,336.204907394
BR00148926,E04,BRD-K69600043-328-09-9,6.67791,6677.91,10.0,10000.0,0.04,40,DMSO,667.791,399.180289323
BR00148926,E05,BRD-A60765580-001-04-9,3.544394,3544.394,10.0,10000.0,0.04,40,DMSO,354.4394,354.18310932
BR00148926,E06,BRD-K89923877-004-21-9,3.84265,3842.65,10.0,10000.0,0.04,40,DMSO,384.265,303.147058165
BR00148926,E07,BRD-K86872788-001-08-9,2.343803,2343.803,10.0,10000.0,0.04,40,DMSO,234.3803,234.209598842
BR00148926,E08,BRD-K01826559-001-11-9,4.60434,4604.34,10.0,10000.0,0.04,40,DMSO,460.434,460.148180376
BR00148926,E09,BRD-K21283037-001-29-9,2.34198,2341.98,10.0,10000.0,0.04,40,DMSO,234.198,234.007468097
BR00148926,E10,BRD-K01827287-045-05-9,4.755314,4755.314,10.0,10000.0,0.04,40,DMSO,475.5314,475.220617037
BR00148926,E11,BRD-A67956599-001-02-9,7.67534,7675.34,10.0,10000.0,0.04,40,DMSO,767.534,767.115208365
BR00148926,E12,BRD-A00092689-236-04-9,4.22577,4225.77,10.0,10000.0,0.04,40,DMSO,422.577,422.23382426
BR00148926,E13,BRD-K93645900-001-14-9,3.89404,3894.04,10.0,10000.0,0.04,40,DMSO,389.404,389.137556111
BR00148926,E14,BRD-K69122748-001-12-9,3.682938,3682.938,10.0,10000.0,0.04,40,DMSO,368.2938,368.05321736
BR00148926,E15,BRD-K48429278-001-01-3,7.14076,7140.76,10.0,10000.0,0.04,40,DMSO,714.076,713.425998899
BR00148926,E16,BRD-A67181951-001-01-2,6.0471,6047.1,10.0,10000.0,0.04,40,DMSO,604.71,605.133204143
BR00148926,E17,BRD-K11129031-001-31-9,2.503334,2503.334,10.0,10000.0,0.04,40,DMSO,250.3334,250.15689457
BR00148926,E18,BRD-K08806317-050-29-1,4.32492,4324.92,10.0,10000.0,0.04,40,DMSO,432.492,316.156911344
BR00148926,E19,BRD-K76723084-001-26-9,3.004351,3004.351,10.0,10000.0,0.04,40,DMSO,300.4351,300.20893014
BR00148926,E20,BRD-K41504985-003-02-9,2.00707,2007.07,10.0,10000.0,0.04,40,DMSO,200.707,164.074524387
BR00148926,E21,BRD-K04956647-003-05-9,4.41896,4418.96,10.0,10000.0,0.04,40,DMSO,441.896,405.175164703
BR00148926,E22,BRD-K75989555-001-02-9,10.24178,10241.78,10.0,10000.0,0.04,40,DMSO,1024.178,1023.540268881
BR00148926,E23,,,,,,0.0,0,,,
BR00148926,E24,,,,,,0.04,40,DMSO,,
BR00148926,F01,,,,,,0.0,0,,,
BR00148926,F02,,,,,,0.04,40,DMSO,,
BR00148926,F03,BRD-K26581543-001-02-9,4.183509,4183.509,10.0,10000.0,0.04,40,DMSO,418.3509,418.089996796
BR00148926,F04,BRD-A10039652-001-02-0,6.02664,6026.64,10.0,10000.0,0.04,40,DMSO,602.664,602.206227481
BR00148926,F05,BRD-A10967948-003-07-9,3.4887,3488.7,10.0,10000.0,0.04,40,DMSO,348.87,312.19501141
BR00148926,F06,BRD-A62336573-001-06-4,5.275662,5275.662,10.0,10000.0,0.04,40,DMSO,527.5662,527.226765047
BR00148926,F07,BRD-K25433859-003-23-9,3.13864,3138.64,10.0,10000.0,0.04,40,DMSO,313.864,277.183049741
BR00148926,F08,BRD-A29349577-001-25-9,2.363101,2363.101,10.0,10000.0,0.04,40,DMSO,236.3101,236.152477894
BR00148926,F09,BRD-K23913458-001-25-9,1.461427,1461.427,10.0,10000.0,0.04,40,DMSO,146.1427,146.036779436
BR00148926,F10,BRD-A01563671-001-03-9,4.56316,4563.16,10.0,10000.0,0.04,40,DMSO,456.316,455.090242887
BR00148926,F11,BRD-K22518984-001-04-9,1.081378,1081.378,10.0,10000.0,0.04,40,DMSO,108.1378,108.057514878
BR00148926,F12,BRD-K47886988-001-24-9,2.322353,2322.353,10.0,10000.0,0.04,40,DMSO,232.2353,232.08479226
BR00148926,F13,BRD-K01825841-004-02-9,3.604672,3604.672,10.0,10000.0,0.04,40,DMSO,360.4672,360.217483453
BR00148926,F14,BRD-K76381435-001-09-9,2.111317,2111.317,10.0,10000.0,0.04,40,DMSO,211.1317,211.022920285
BR00148926,F15,BRD-K71879491-001-56-9,3.00442,3004.42,10.0,10000.0,0.04,40,DMSO,300.442,300.208930142
BR00148926,F16,BRD-K77224738-066-09-9,3.133908,3133.908,10.0,10000.0,0.04,40,DMSO,313.3908,313.167793607
BR00148926,F17,BRD-K88611939-001-26-9,2.192365,2192.365,10.0,10000.0,0.04,40,DMSO,219.2365,219.089543287
BR00148926,F18,BRD-K55191674-236-20-9,3.58388,3583.88,10.0,10000.0,0.04,40,DMSO,358.388,334.098727764
BR00148926,F19,BRD-K00003249-001-01-9,2.67672,2676.72,10.0,10000.0,0.04,40,DMSO,267.672,267.052302296
BR00148926,F20,BRD-K96571715-001-01-4,18.93685,18936.85,10.0,10000.0,0.04,40,DMSO,1893.685,1891.572232153
BR00148926,F21,BRD-K38911213-003-03-9,2.8157,2815.7,10.0,10000.0,0.04,40,DMSO,281.57,244.0282517
BR00148926,F22,BRD-K96006160-001-03-7,3.124012,3124.012,10.0,10000.0,0.04,40,DMSO,312.4012,312.193674006
BR00148926,F23,,,,,,0.0,0,,,
BR00148926,F24,,,,,,0.04,40,DMSO,,
BR00148926,G01,,,,,,0.0,0,,,
BR00148926,G02,,,,,,0.04,40,DMSO,,
BR00148926,G03,BRD-A41304429-001-17-1,2.663361,2663.361,10.0,10000.0,0.04,40,DMSO,266.3361,266.16304258
BR00148926,G04,BRD-K97417064-001-05-9,3.32374,3323.74,10.0,10000.0,0.04,40,DMSO,332.374,332.0830777
BR00148926,G05,BRD-K34469523-065-04-9,3.37389,3373.89,10.0,10000.0,0.04,40,DMSO,337.389,239.152143543
BR00148926,G06,BRD-K33814251-001-03-9,3.904619,3904.619,10.0,10000.0,0.04,40,DMSO,390.4619,390.221780544
BR00148926,G07,BRD-K77685957-300-08-3,5.29587,5295.87,10.0,10000.0,0.04,40,DMSO,529.587,456.3252973
BR00148926,G08,BRD-A94543220-001-26-9,3.103917,3103.917,10.0,10000.0,0.04,40,DMSO,310.3917,310.146998586
BR00148926,G09,BRD-K45995181-001-07-9,6.78484,6784.84,10.0,10000.0,0.04,40,DMSO,678.484,678.132666497
BR00148926,G10,BRD-A15750551-001-01-1,6.026328,6026.328,10.0,10000.0,0.04,40,DMSO,602.6328,602.258793456
BR00148926,G11,BRD-K35559145-050-08-5,4.44544,4445.44,10.0,10000.0,0.04,40,DMSO,444.544,328.16093409
BR00148926,G12,BRD-A00546892-003-05-5,3.47922,3479.22,10.0,10000.0,0.04,40,DMSO,347.922,311.224914555
BR00148926,G13,BRD-K89208535-050-02-9,5.085629,5085.629,10.0,10000.0,0.04,40,DMSO,508.5629,392.209992772
BR00148926,G14,BRD-A41774846-001-01-4,4.485937,4485.937,10.0,10000.0,0.04,40,DMSO,448.5937,448.26135964
BR00148926,G15,BRD-K63343048-001-17-9,4.957348,4957.348,10.0,10000.0,0.04,40,DMSO,495.7348,495.392373811
BR00148926,G16,BRD-K97746869-001-29-9,2.7674,2767.4,10.0,10000.0,0.04,40,DMSO,276.74,276.033540689
BR00148926,G17,BRD-K86887724-001-13-9,4.41565,4415.65,10.0,10000.0,0.04,40,DMSO,441.565,441.139212369
BR00148926,G18,BRD-K67511046-003-16-9,3.655683,3655.683421,10.047641,10047.640883,0.04,40,DMSO,363.835,327.147058165
BR00148926,G19,BRD-K01825587-300-06-9,6.83621,6836.21,10.0,10000.0,0.04,40,DMSO,683.621,610.279134968
BR00148926,G20,BRD-K31698212-001-03-9,3.914198,3914.198,10.0,10000.0,0.04,40,DMSO,391.4198,391.153206175
BR00148926,G21,BRD-K43457670-001-31-9,2.22245,2222.45,10.0,10000.0,0.04,40,DMSO,222.245,221.988131458
BR00148926,G22,BRD-K86301799-001-40-9,5.046256,5046.256,10.0,10000.0,0.04,40,DMSO,504.6256,504.317251808
BR00148926,G23,,,,,,0.0,0,,,
BR00148926,G24,,,,,,0.04,40,DMSO,,
BR00148926,H01,,,,,,0.0,0,,,
BR00148926,H02,,,,,,0.04,40,DMSO,,
BR00148926,H03,BRD-K13296708-001-05-8,4.63787,4637.87,10.0,10000.0,0.04,40,DMSO,463.787,462.078094435
BR00148926,H04,BRD-K59670716-001-20-9,3.343272,3343.272,10.0,10000.0,0.04,40,DMSO,334.3272,334.127719706
BR00148926,H05,BRD-M92675308-003-07-1,7.14185,7141.85,10.0,10000.0,0.04,40,DMSO,714.185,677.286601911
BR00148926,H06,BRD-K77597856-003-03-9,2.22714,2227.14,10.0,10000.0,0.04,40,DMSO,222.714,186.115698458
BR00148926,H07,BRD-K06557128-001-07-0,3.493105,3493.105,10.0,10000.0,0.04,40,DMSO,349.3105,349.11504471
BR00148926,H08,BRD-K61452026-001-06-9,2.47247,2472.47,10.0,10000.0,0.04,40,DMSO,247.247,247.042690096
BR00148926,H09,BRD-K63001556-001-11-9,3.953756,3953.756,10.0,10000.0,0.04,40,DMSO,395.3756,395.145676136
BR00148926,H10,BRD-K66766661-001-20-0,3.564984,3564.984,10.0,10000.0,0.04,40,DMSO,356.4984,356.23514489
BR00148926,H11,BRD-K96424892-001-02-9,5.61538,5615.38,10.0,10000.0,0.04,40,DMSO,561.538,560.2419925
BR00148926,H12,BRD-A28887267-001-20-9,2.382432,2382.432,10.0,10000.0,0.04,40,DMSO,238.2432,238.106590334
BR00148926,H13,BRD-K69608737-001-09-4,8.040182,8040.182,10.0,10000.0,0.04,40,DMSO,804.0182,803.481976677
BR00148926,H14,BRD-K12568846-001-17-9,2.312936,2312.936,10.0,10000.0,0.04,40,DMSO,231.2936,231.137162181
BR00148926,H15,BRD-K25650355-059-19-7,4.134669,4134.669,10.0,10000.0,0.04,40,DMSO,413.4669,275.163376931
BR00148926,H16,BRD-K00003330-001-01-9,16.468452,16468.452,10.0,10000.0,0.04,40,DMSO,1646.8452,1645.836510475
BR00148926,H17,BRD-K55250441-001-13-0,3.10329,3103.29,10.0,10000.0,0.04,40,DMSO,310.329,310.073575646
BR00148926,H18,BRD-K71799949-001-40-9,2.362686,2362.686,10.0,10000.0,0.04,40,DMSO,236.2686,236.094963016
BR00148926,H19,BRD-K13486660-001-02-9,2.1523,2152.3,10.0,10000.0,0.04,40,DMSO,215.23,215.036461859
BR00148926,H20,BRD-A67182178-001-02-9,2.072258,2072.258,10.0,10000.0,0.04,40,DMSO,207.2258,207.089543287
BR00148926,H21,BRD-A43882281-002-18-9,2.453235,2453.235,10.0,10000.0,0.04,40,DMSO,245.3235,245.164045633
BR00148926,H22,BRD-K33277808-001-02-0,5.846525,5846.525,10.0,10000.0,0.04,40,DMSO,584.6525,584.283276872
BR00148926,H23,,,,,,0.0,0,,,
BR00148926,H24,,,,,,0.04,40,DMSO,,
BR00148926,I01,,,,,,0.0,0,,,
BR00148926,I02,,,,,,0.04,40,DMSO,,
BR00148926,I03,BRD-A39052811-048-13-9,6.14016,6140.16,10.0,10000.0,0.04,40,DMSO,614.016,421.156847593
BR00148926,I04,BRD-A22152765-003-10-0,3.54978,3549.78,10.0,10000.0,0.04,40,DMSO,354.978,318.279689779
BR00148926,I05,BRD-K01825693-236-01-9,7.739884,7739.884,10.0,10000.0,0.04,40,DMSO,773.9884,773.481582757
BR00148926,I06,BRD-A67060370-001-02-9,2.81331,2813.31,10.0,10000.0,0.04,40,DMSO,281.331,281.083412051
BR00148926,I07,BRD-K00003246-001-01-9,4.64936,4649.36,10.0,10000.0,0.04,40,DMSO,464.936,464.160180989
BR00148926,I08,BRD-A52922642-001-03-7,4.846276,4846.276,10.0,10000.0,0.04,40,DMSO,484.6276,484.2937224
BR00148926,I09,BRD-A22740840-003-06-9,4.96895,4968.95,10.0,10000.0,0.04,40,DMSO,496.895,460.148180376
BR00148926,I10,BRD-K56515112-001-21-6,3.444877,3444.877,10.0,10000.0,0.04,40,DMSO,344.4877,344.23514489
BR00148926,I11,BRD-K01825580-001-05-9,3.574864,3574.864,10.0,10000.0,0.04,40,DMSO,357.4864,357.230393863
BR00148926,I12,BRD-K96344439-002-03-9,4.044535,4044.535,10.0,10000.0,0.04,40,DMSO,404.4535,386.172938564
BR00148926,I13,BRD-K22031190-001-26-9,2.501976,2501.976,10.0,10000.0,0.04,40,DMSO,250.1976,250.044150532
BR00148926,I14,BRD-K42635745-001-26-9,3.37563,3375.63,10.0,10000.0,0.04,40,DMSO,337.563,337.243935437
BR00148926,I15,BRD-K01825698-001-02-9,3.753941,3753.941,10.0,10000.0,0.04,40,DMSO,375.3941,375.159434412
BR00148926,I16,BRD-A75726477-003-21-3,3.13651,3136.51,10.0,10000.0,0.04,40,DMSO,313.651,276.079618622
BR00148926,I17,BRD-K32021043-001-15-9,2.84722,2847.22,10.0,10000.0,0.04,40,DMSO,284.722,284.013473949
BR00148926,I18,BRD-A13668387-319-04-7,17.40832,17408.32,10.0,10000.0,0.04,40,DMSO,1740.832,1624.612250402
BR00148926,I19,BRD-K73541271-001-04-9,3.69335,3693.35,10.0,10000.0,0.04,40,DMSO,369.335,369.118792684
BR00148926,I20,BRD-K76845197-001-07-9,3.35335,3353.35,10.0,10000.0,0.04,40,DMSO,335.335,335.057591231
BR00148926,I21,BRD-A37492983-001-10-3,6.139566,6139.566,10.0,10000.0,0.04,40,DMSO,613.9566,613.806022552
BR00148926,I22,BRD-K20338176-001-17-7,3.67807,3678.07,10.0,10000.0,0.04,40,DMSO,367.807,367.039354348
BR00148926,I23,,,,,,0.0,0,,,
BR00148926,I24,,,,,,0.04,40,DMSO,,
BR00148926,J01,,,,,,0.0,0,,,
BR00148926,J02,,,,,,0.04,40,DMSO,,
BR00148926,J03,BRD-K01826304-001-03-9,4.36952,4369.52,10.0,10000.0,0.04,40,DMSO,436.952,436.122355695
BR00148926,J04,BRD-K00495673-001-09-9,1.621406,1621.406,10.0,10000.0,0.04,40,DMSO,162.1406,162.05282343
BR00148926,J05,BRD-A49172652-001-27-1,3.69361,3693.61,10.0,10000.0,0.04,40,DMSO,369.361,369.075882012
BR00148926,J06,BRD-K54006094-051-10-9,4.60477,4604.77,10.0,10000.0,0.04,40,DMSO,460.477,344.173607266
BR00148926,J07,BRD-A28940325-001-28-9,3.80656,3806.56,10.0,10000.0,0.04,40,DMSO,380.656,378.90218026
BR00148926,J08,BRD-K51579475-003-03-2,3.41874,3418.74,10.0,10000.0,0.04,40,DMSO,341.874,305.177964363
BR00148926,J09,BRD-K03601870-001-02-9,5.06698,5066.98,10.0,10000.0,0.04,40,DMSO,506.698,506.281443154
BR00148926,J10,BRD-K04568635-300-01-4,6.23826,6238.26,10.0,10000.0,0.04,40,DMSO,623.826,550.497448004
BR00148926,J11,BRD-K54770538-003-14-6,3.2086,3208.6,10.0,10000.0,0.04,40,DMSO,320.86,284.122143281
BR00148926,J12,BRD-K47832606-001-32-9,2.461924,2461.924,10.0,10000.0,0.04,40,DMSO,246.1924,246.065199677
BR00148926,J13,BRD-A13084692-001-24-9,4.4154,4415.4,10.0,10000.0,0.04,40,DMSO,441.54,441.160993669
BR00148926,J14,BRD-K98494274-001-05-1,1.081378,1081.378,10.0,10000.0,0.04,40,DMSO,108.1378,108.057514878
BR00148926,J15,BRD-K96153583-001-06-9,2.79187,2791.87,10.0,10000.0,0.04,40,DMSO,279.187,279.062021707
BR00148926,J16,BRD-K53397409-001-13-1,1.221213,1221.213,10.0,10000.0,0.04,40,DMSO,122.1213,122.036779436
BR00148926,J17,BRD-K69726342-001-03-4,5.586398,5586.398,10.0,10000.0,0.04,40,DMSO,558.6398,558.253000445
BR00148926,J18,BRD-K00003210-001-01-9,2.27237,2272.37,10.0,10000.0,0.04,40,DMSO,227.237,227.08587554
BR00148926,J19,BRD-A44090213-001-27-9,2.813059,2813.059,10.0,10000.0,0.04,40,DMSO,281.3059,281.105193351
BR00148926,J20,BRD-K88786763-003-03-9,2.07661,2076.61,10.0,10000.0,0.04,40,DMSO,207.661,171.112010063
BR00148926,J21,BRD-K60907894-003-24-9,3.47879,3478.79,10.0,10000.0,0.04,40,DMSO,347.879,311.188529049
